customer_code,customer_name,customer_name_ar,salesman_code,salesman_name,type,group_name,category,area,phone,credit_days,credit_limit,notes,is_active
CA3020,LOAZ SWEET - AL SURRA,,MH,MAHMOUD SHAWQI HUSSEIN,,,,,,30,0.000,,true
CA3021,UNITED ROASTERIES - SHARQ,,SV,SHAIJU VAZHAPPILLY,,,,,,30,0.000,,true
CA3022,100 COFFEE - FINTAS ABU HASANIYA,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA3023,BREAD MASTER COMPANY - SALMIYA,,JP,MOHAMAD AHMAD NASSER,,,,,,30,0.000,,true
CA3024,AL NAI SALMIYA,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA3025,DOT SUGAR - ASSIMA MALL,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA3026,REPEAT FOOD TRUCK,,SV,SHAIJU VAZHAPPILLY,,,,,,30,0.000,,true
CA3027,INN GO HOTEL - KUWAIT CITY,,SV,SHAIJU VAZHAPPILLY,,,,,,30,0.000,,true
CA3029,YUP COOKIES - QURAIN,,AS,AHMED SOBHI,,,,,,30,0.000,,true
CA3030,CODE NESS CAFE - SHUWAIKH MAYAR COMPLEX,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA3031,AZTECA RESTAURANT - ABU HASSANIYA,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA3032,CRUSH CAFE (MINIA) - KHAITAN,,RA,ROBY ELIAS,,,,,,30,0.000,,true
CA3033,OF COURSE KUWAIT - SHUWAIKH,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA3034,BADER - MUBARAK AL KABIR B4 S15,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA3035,HAWALLY - B4 S110,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA3036,BLACK PAPRIKA - CRYSTAL TOWER,,SK,SAJJAD KANDI,,,,,,30,0.000,,true
CA3037,ONE BOX BURGER - BLOCK 2 BNEID ALGAR STREET 77,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA3038,THE GOOD FATHER - AL FANAR SALMIYA,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA3039,KALYE HUGOT - SALMIYA SOUK,,JT,JIMMY THOMAS,,,,,,30,0.000,,true
CA3040,FIRNEEYA RESTAURANT - KHALDIYA,,JP,MOHAMAD AHMAD NASSER,,,,,,30,0.000,,true
CA3042,SAHARA RESTAURANT - SABHAN,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA3043,BITE - JABRIYA,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA3044,SANDVIC - JABRIYA,,JT,JIMMY THOMAS,,,,,,30,0.000,,true
CA3045,FREEZIA - MAHBOULA,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA3046,CHOOSE & PICK GROCER - ARDIYA IUK UNIVERSITY,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA3047,LARUKA - ABHU HASANIYA,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA3048,KEIF RESTAURANT,,SK,SAJJAD KANDI,,,,,,30,0.000,,true
CA3049,LE H CAFE - SHARQ,,MG,CHARLS PUTHEN VEETTIL CHACKO,,,,,,30,0.000,,true
CA3050,ESPIRITU - ARDIYA,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA3051,JOSE - ARDIYA,,JT,JIMMY THOMAS,,,,,,30,0.000,,true
CA3052,STAR FAKHAR - MUBARAKIYA,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA3053,THENMA RESTAURANT - QURAIN,,JT,JIMMY THOMAS,,,,,,30,0.000,,true
CA3054,TAMDEEN FOOD COMPANY,,JL,JALIL,,,,,,30,0.000,,true
CA3055,BON PASTRY - QURAIN,,MT,MENA SALAH BASHANDY SAMAAN,,,,,,30,0.000,,true
CA3056,DONRUA LUXURY CHOCOLATIER-SHUWAIKH,,MH,MAHMOUD SHAWQI HUSSEIN,,,,,,30,0.000,,true
CA3057,PINK AVENT - SALMIYA,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA3058,DARB ALZALK - MOBARAKIYA,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA3059,CRUSH CAFE,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA3060,CHOCOFINITY - JAHRA,,MH,MAHMOUD SHAWQI HUSSEIN,,,,,,30,0.000,,true
CA3061,BOLLYWOOD LIFE - FAHAHEEL,,JT,JIMMY THOMAS,,,,,,30,0.000,,true
CA3062,FLOWER STORY BAKER - BIN KHALDOUN ST.HAWALLY,,JP,MOHAMAD AHMAD NASSER,,,,,,30,0.000,,true
CA3063,PINNACLES RESTAURANT - HATEEN,,JP,MOHAMAD AHMAD NASSER,,,,,,30,0.000,,true
CA3064,MONKEY PIZZA - MISHREF,,MH,MAHMOUD SHAWQI HUSSEIN,,,,,,30,0.000,,true
CA3065,THUNAEYA INTL GROUP,,AK,ABDUL KADER,,,,,,30,0.000,,true
CA3066,PASTRY - HADIYA BLOCK 6,,MH,MAHMOUD SHAWQI HUSSEIN,,,,,,30,0.000,,true
CA3067,ELAN PHYSIOTHERAPY - ASSIMA MALL,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA3068,SWING - ARDIYA,,MG,CHARLS PUTHEN VEETTIL CHACKO,,,,,,30,0.000,,true
CA3069,COLLECTIVE CHOCOLATE,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA3070,ROMMAN - QURAIN,,JT,JIMMY THOMAS,,,,,,30,0.000,,true
CA3071,CHOC CHOC RESTAURANT - SALMIYA,,JT,JIMMY THOMAS,,,,,,30,0.000,,true
CA3072,FAKERAL DEIN - KUWAIT CITY,,MT,MENA SALAH BASHANDY SAMAAN,,,,,,30,0.000,,true
CA3073,VAGO CAFE - SHARQ,,SK,SAJJAD KANDI,,,,,,30,0.000,,true
CA3074,LEAVES CAFE - ARDIYA,,MG,CHARLS PUTHEN VEETTIL CHACKO,,,,,,30,0.000,,true
CA3075,REVIVE CAFE - MUBARAKIYA,,RA,ROBY ELIAS,,,,,,30,0.000,,true
CA3076,MAMAS KITCHEN - QURAIN,,MT,MENA SALAH BASHANDY SAMAAN,,,,,,30,0.000,,true
CA3077,DORA BAKERY - QURRAIN,,MH,MAHMOUD SHAWQI HUSSEIN,,,,,,30,0.000,,true
CA3078,AYA BAKERY & PASTRY,,MH,MAHMOUD SHAWQI HUSSEIN,,,,,,30,0.000,,true
CA3079,YARO POTATO - ARDIYA,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA3080,BARASTI CAFE - LAILA TOWER SALMIYA,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA3081,LA DORE - QURRAIN,,MH,MAHMOUD SHAWQI HUSSEIN,,,,,,30,0.000,,true
CA3082,CAFE 81 - MUBARKIYA,,RA,ROBY ELIAS,,,,,,30,0.000,,true
CA3083,CHATAUEX DE MONTANA CAFE - FARWANIYA,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA3084,BATEL AL KHER - SHUWAIKH,,JL,JALIL,,,,,,30,0.000,,true
CA3085,THE BUTCHERY - SHUWAIKH,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA3086,BEST COFFEE - SABA AL SALEM,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA3087,BURGER STREAT,,AS,AHMED SOBHI,,,,,,30,0.000,,true
CA3088,KAHANI REST - BOULEVARD SALMIYA,,SK,SAJJAD KANDI,,,,,,30,0.000,,true
CA3089,MIRTILLO - ARDIYA,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA3090,JAPANESE HOUSE SALMIYA - DALAL,,TS,TAREK KHALAF,,,,,,30,0.000,,true
CA3091,SVN CLUB,,MC,MOHAMMAD CHAHINE,,,,,,30,0.000,,true
CA3092,HOLY COW RESTAURANT,,X,OFFICE,,,,,,30,0.000,,true
CA3093,NO JOKE BURGER - SHARQ,,JP,MOHAMAD AHMAD NASSER,,,,,,30,0.000,,true
CA3094,URBAN BLOOM,,JP,MOHAMAD AHMAD NASSER,,,,,,30,0.000,,true
CA3095,FOOD LABS - QURRAIN,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA3096,VITA - HAWALLY,,JT,JIMMY THOMAS,,,,,,30,0.000,,true
CA3097,HAWA CAFE,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA3098,CHARMA COFFEE - MAHBOULA,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA3099,NEW CAFE,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA3100,LILY BREAKFAST & CAFE - MAHBOULA,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA3101,CARLTON TOWER HOTEL - KUWAIT CITY,,JP,MOHAMAD AHMAD NASSER,,,,,,30,0.000,,true
CA3102,UMBRELLA CAFE - SHARQ,,JT,JIMMY THOMAS,,,,,,30,0.000,,true
CA3103,MOOSH CAFE - SABAH AL SALEM,,MT,MENA SALAH BASHANDY SAMAAN,,,,,,30,0.000,,true
CA3104,DAZE CAFE - MANGAF,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA3105,SALEM - JABIR AL ALI BLOCK-2 ST 19 HOUSE 26,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA3106,STAR BAKERY - QURRAIN,,JP,MOHAMAD AHMAD NASSER,,,,,,30,0.000,,true
CA3107,BAKERY LAB - QURRAIN,,MT,MENA SALAH BASHANDY SAMAAN,,,,,,30,0.000,,true
CA3108,VELVET - JAHRA,,AK,ABDUL KADER,,,,,,30,0.000,,true
CA3109,OX STREET FOOD - QURRAIN,,AK,ABDUL KADER,,,,,,30,0.000,,true
CA311,SKY 17 CAFE,,AK,ABDUL KADER,,,,,,30,0.000,,true
CA3110,BAKING TRAY,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA3111,ALMAYAS - SALMIYA,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA3112,CASARIO RESTAURANT,,JF,JAMAL EDDINE BARGHASHI,,,,,,30,0.000,,true
CA3113,REAL CUTS - SHUWAIKH,,AK,ABDUL KADER,,,,,,30,0.000,,true
CA3114,GUSTO REST - KUWAIT CITY,,RA,ROBY ELIAS,,,,,,30,0.000,,true
CA3115,POFFERTIES - QURRAIN,,RA,ROBY ELIAS,,,,,,30,0.000,,true
CA3116,LOBO CAFE - SALMIYA,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA3117,NAWA SWEETS - KUWAIT CITY,,RA,ROBY ELIAS,,,,,,30,0.000,,true
CA3118,EMELIA CAFE - ARDIYA -THE WALK,,TK,OMAR AL JABI,,,,,,30,0.000,,true
CA3119,RAW CAFE - SHARQ,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA3120,UGR CAFE - SHUWAIKH,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA3121,ONE MORE BITE - SALMIYA,,RA,ROBY ELIAS,,,,,,30,0.000,,true
CA3122,BAZOOKA - FAHAHEEL,,JP,MOHAMAD AHMAD NASSER,,,,,,30,0.000,,true
CA3123,SABEL INT. - QURAIN,,X,OFFICE,,,,,,30,0.000,,true
CA3124,EMIRAIN TRADING WLL (STI) -JNJ JAHRA,,RA,ROBY ELIAS,,,,,,30,0.000,,true
CA3125,AL NAHIS GROUP - OFCOURSE,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA3126,ZOJAH CAFE,,AS,AHMED SOBHI,,,,,,30,0.000,,true
CA3127,SWINKI - QURRAIN,,RA,ROBY ELIAS,,,,,,30,0.000,,true
CA3128,ZAGHARTA CAFE,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA3129,OLEA CAFE,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA3131,BUN TOP'S - ARDHIYA,,RA,ROBY ELIAS,,,,,,30,0.000,,true
CA3132,CHEF LAILA - ABU FATERA,,MI,MOHAMAD CHEHIMI,,,,,,30,0.000,,true
CA3133,PREMIER INTERNATIONAL FOOD CO,,JP,MOHAMAD AHMAD NASSER,,,,,,30,0.000,,true
CA3134,GRAND CASTEL,,JF,JAMAL EDDINE BARGHASHI,,,,,,30,0.000,,true
CA3135,JM KITCHEN - HAWALLY,,RA,ROBY ELIAS,,,,,,30,0.000,,true
CA3136,CHOCO LANCHE,,RA,ROBY ELIAS,,,,,,30,0.000,,true
CA3137,ALL ABOUT (AJ) - KHAITAN,,RA,ROBY ELIAS,,,,,,30,0.000,,true
CA3138,SALE SUCRE SWEET - QURRAIN,,JM,JHONY MURAD,,,,,,30,0.000,,true
CA3139,OZO - ARDIYA,,RA,ROBY ELIAS,,,,,,30,0.000,,true
CA314,BOTEELA CAFE - AVENUES,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA3140,LINDAS QURAIN,,RA,ROBY ELIAS,,,,,,30,0.000,,true
CA3141,FLEEK RESTAURANT - SIDDEEQ AREA,,JF,JAMAL EDDINE BARGHASHI,,,,,,30,0.000,,true
CA3142,PIER HABIB - QURRAIN,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA3143,THE FISHERIES RESTAURANT - KUWAIT CITY,,RA,ROBY ELIAS,,,,,,30,0.000,,true
CA3144,MAHARANI RESTAURANT,,RA,ROBY ELIAS,,,,,,30,0.000,,true
CA3145,ADAMS CHEF QURAIN,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA3146,BET SARA - SALMIYA,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA3147,AL-FNAITEES,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA3148,DIELITE SHARQ,,SK,SAJJAD KANDI,,,,,,30,0.000,,true
CA3149,EVEN BAKERY,,X,OFFICE,,,,,,30,0.000,,true
CA315,FATAYER SAWANI - SABAH AL SALEM,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA3150,FORK&DOUGH - ABU HALIFA,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA3151,TROYA RESTAURANT&CAFE,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA3152,LONDON HEATHROW REST - 89 MALL EGAILA,,RA,ROBY ELIAS,,,,,,30,0.000,,true
CA3153,AL-NOFARA RESTAURANT - SALMIYA,,RA,ROBY ELIAS,,,,,,30,0.000,,true
CA3154,FLOWER SUITE - AL QURRAIN,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA3155,KINGS OF MAILLARD - SHUWAIKH,,MSS,FADEL SAAD,,,,,,30,0.000,,true
CA3156,MUBARIKTO RESTAURANT,,SK,SAJJAD KANDI,,,,,,30,0.000,,true
CA3157,V KITCHEN - ARDIYA,,MG,CHARLS PUTHEN VEETTIL CHACKO,,,,,,30,0.000,,true
CA3158,TONY'S RESTAURANT,,RA,ROBY ELIAS,,,,,,30,0.000,,true
CA3159,STARTUP CAFE - HAWALLY,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA316,HARBOUR CAFE,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA3160,SHAWARMA,,RA,ROBY ELIAS,,,,,,30,0.000,,true
CA3161,B.L. CAFE - SHARQ,,KM,KARIM MAHER MAHMOUD YOUSSEF,,,,,,30,0.000,,true
CA3162,PHAT RESTAURANT,,RA,ROBY ELIAS,,,,,,30,0.000,,true
CA3163,FAT FREE - SABAH AL SALEM,,MI,MOHAMAD CHEHIMI,,,,,,30,0.000,,true
CA3164,RARE CUTS,,AK,ABDUL KADER,,,,,,30,0.000,,true
CA3165,AL-ALAM AL- RAQI,,JF,JAMAL EDDINE BARGHASHI,,,,,,30,0.000,,true
CA3166,ORBI CHOCOLATE -QURRAIN,,TK,OMAR AL JABI,,,,,,30,0.000,,true
CA3167,DIET CHAMPION - JABRIYA,,RA,ROBY ELIAS,,,,,,30,0.000,,true
CA3168,NAMLE RESTAURANT - AVENUES MALL,,MI,MOHAMAD CHEHIMI,,,,,,30,0.000,,true
CA3169,SUCRE - CHOCOLATE BOUTIQUE - ABU HASANIYA VIBES COMPLEX,,MH,MAHMOUD SHAWQI HUSSEIN,,,,,,30,0.000,,true
CA3170,GIMME REST - SHUWAIKH,,MG,CHARLS PUTHEN VEETTIL CHACKO,,,,,,30,0.000,,true
CA3171,JAWHARAT LEBANON BAKERY - SABHAN,,AD,MOHAMAD ADNAN ABDALLAH,,,,,,30,0.000,,true
CA3172,THE LOUNGE - SALMIYA,,SK,SAJJAD KANDI,,,,,,30,0.000,,true
CA3173,MONA ROSA - SHUWAIKH,,X,OFFICE,,,,,,30,0.000,,true
CA3174,DEVON - ARDIYA,,AS,AHMED SOBHI,,,,,,30,0.000,,true
CA3175,NARA CAFE - SALMIYA,,AK,ABDUL KADER,,,,,,30,0.000,,true
CA3176,BODRUM RESTRO CAFE - SALMIYA,,AS,AHMED SOBHI,,,,,,30,0.000,,true
CA3177,BURGER RASHID - JAHRA,,MI,MOHAMAD CHEHIMI,,,,,,30,0.000,,true
CA3178,BETTAS - SHUWAIKH,,JF,JAMAL EDDINE BARGHASHI,,,,,,30,0.000,,true
CA3179,FAAT - SHARQ,,RA,ROBY ELIAS,,,,,,30,0.000,,true
CA3180,PIES AL NUZHA - HAWALLY,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA3181,FRESH MOZZARELLA - SALMIYA,,MSS,FADEL SAAD,,,,,,30,0.000,,true
CA3182,GULF CIVILIZATION COMPANY FOR GENERAL TRADING,,JP,MOHAMAD AHMAD NASSER,,,,,,30,0.000,,true
CA3183,FRANCISCO - KUWAIT CITY,,MSS,FADEL SAAD,,,,,,30,0.000,,true
CA3184,DIET FIX - QURRAIN,,JP,MOHAMAD AHMAD NASSER,,,,,,30,0.000,,true
CA3185,PRIME CUTS - AL SALAM AREA,,AK,ABDUL KADER,,,,,,30,0.000,,true
CA3186,BEST FRIEND - SALMIYA,,MSS,FADEL SAAD,,,,,,30,0.000,,true
CA3187,ZONA CAFE - SKY MALL DAJEEJ,,SK,SAJJAD KANDI,,,,,,30,0.000,,true
CA3188,GOLDEN CUP - SABAH AL SALEM,,MI,MOHAMAD CHEHIMI,,,,,,30,0.000,,true
CA3189,THE ROR - SALMIYA CUBE MALL,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA3190,FEDA - YARMOUKH,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA3191,ALNAIN - JAHRA,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA3192,ITALIAN COMPANY HOME - SHUWAIKH,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA3193,V TERA - SHARQ,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA3194,ABOU RASHED - ALQUSOOR,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA3195,DOUBLE MELT - QURRAIN,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA3196,LOBALE - ABU HASANIYA,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA3197,OFF LECH - AL RAI,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA3198,DEVANI - ASHIMA MALL,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA3199,HELEN CAFE - ABU HALIFA,,MT,MENA SALAH BASHANDY SAMAAN,,,,,,30,0.000,,true
CA320,CLUCKSTERS,,MN,MANU VARGHESE,,,,,,30,0.000,,true
CA3200,BAK BAKERY - QURRAIN,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA3201,QKITCHEN CO - HAWALLY,,RA,ROBY ELIAS,,,,,,30,0.000,,true
CA3203,RED RABBIT RESTAURANT - SANABEL TOWER SHARQ,,JP,MOHAMAD AHMAD NASSER,,,,,,30,0.000,,true
CA3204,MELT BAR RESTAURANT,,JP,MOHAMAD AHMAD NASSER,,,,,,30,0.000,,true
CA3205,INTRO - SHUWAIKH,,SK,SAJJAD KANDI,,,,,,30,0.000,,true
CA3206,BAIT LOLUWA,,JP,MOHAMAD AHMAD NASSER,,,,,,30,0.000,,true
CA3207,PROFESSIONAL MIX - SHUWAIKH,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA3208,LA MAISON DU FROMAGE,,MSS,FADEL SAAD,,,,,,30,0.000,,true
CA3210,F9 BURGER RESTAURANT - JAHRA,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA3211,GOOD CUP CAFE - KUWAIT CITY,,JC,JERVEE CRUZ MORALES,,,,,,30,0.000,,true
CA3212,LABICICLETTA CAFE - QURRAIN,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA3213,BEL CAFE - QURAIN,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA3214,MOKAYA COMPANY,,MT,MENA SALAH BASHANDY SAMAAN,,,,,,30,0.000,,true
CA3215,BAITAHS - SHARQ,,MSS,FADEL SAAD,,,,,,30,0.000,,true
CA3216,DIVONA HOTEL - BNEID AL GAR,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA3217,BOULEVARD CATERING CO - AL SHADADIYA,,JP,MOHAMAD AHMAD NASSER,,,,,,30,0.000,,true
CA3218,BERRY BLAST -SALMIYA,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA3219,DOS BROS COMPANY - SALEM AL MUBARAK SALMIYA,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA322,SKY ZONE,,MG,CHARLS PUTHEN VEETTIL CHACKO,,,,,,30,0.000,,true
CA3220,BILLY - SALMIYA BOULEVARD,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA3221,BOOST COFFEE - KUWAIT CITY,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA3222,JOES BURGER - HAWALLY,,MG,CHARLS PUTHEN VEETTIL CHACKO,,,,,,30,0.000,,true
CA3223,IRO-IRO RESTAURANT - KUWAIT CITY,,JP,MOHAMAD AHMAD NASSER,,,,,,30,0.000,,true
CA3224,MILLESAVEUR - QURRAIN,,MT,MENA SALAH BASHANDY SAMAAN,,,,,,30,0.000,,true
CA3225,SANTA NATA RESTAURANT -AL HAMRA TOWER - KUWAIT CITY,,JP,MOHAMAD AHMAD NASSER,,,,,,30,0.000,,true
CA3226,HOUSE 28 BAKERY - ZAHRA,,JP,MOHAMAD AHMAD NASSER,,,,,,30,0.000,,true
CA3227,NOYA RESTAURANT -KUWAIT CITY,,MSS,FADEL SAAD,,,,,,30,0.000,,true
CA3228,FAKHARALDEEN RESTAURANT - KUWAIT CITY,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA3229,KING COFFEE CO. - HAWALLY,,AK,ABDUL KADER,,,,,,30,0.000,,true
CA3230,ATYAB GULF CATERING CO. - ARDIYA,,MSS,FADEL SAAD,,,,,,30,0.000,,true
CA3231,CANTINA KUWAIT - SHUWAIKH,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA3232,EL & N RESTAURANT,,MN,MANU VARGHESE,,,,,,30,0.000,,true
CA3233,WELCOME RESTAURANT - SALMIYA BLOCK 10,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA3234,CRYSTAL PALACE - FARWANIYA UTC BUILDING,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA3235,WARAQ CHAY - MAHBOULA,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA3236,FROST CAFE,,AK,ABDUL KADER,,,,,,30,0.000,,true
CA3237,BURGER IN,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA3238,BEE BASKET,,MT,MENA SALAH BASHANDY SAMAAN,,,,,,30,0.000,,true
CA324,WIDE CAFE-SALMIYA,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA3240,HEAVEN CHOCOLATE,,MT,MENA SALAH BASHANDY SAMAAN,,,,,,30,0.000,,true
CA3243,DELIGHT,,MT,MENA SALAH BASHANDY SAMAAN,,,,,,30,0.000,,true
CA3245,AL KADI,,AK,ABDUL KADER,,,,,,30,0.000,,true
CA3247,SIMON CHOCOLATE,,ME,NADER ADLY FARHAT,,,,,,30,0.000,,true
CA3248,EAT MY COOKIE,,ME,NADER ADLY FARHAT,,,,,,30,0.000,,true
CA3249,LONAR,,KM,KARIM MAHER MAHMOUD YOUSSEF,,,,,,30,0.000,,true
CA325,TOURIST CAFE - KUWAIT CITY,,MN,MANU VARGHESE,,,,,,30,0.000,,true
CA3250,THE BAKERY ROOM,,ME,NADER ADLY FARHAT,,,,,,30,0.000,,true
CA3251,OM MAZYAD,,JM,JHONY MURAD,,,,,,30,0.000,,true
CA3252,YOGOSLAVI,,AD,MOHAMAD ADNAN ABDALLAH,,,,,,30,0.000,,true
CA3254,BISHI'S CREATIONS,,JM,JHONY MURAD,,,,,,30,0.000,,true
CA3255,CRYSTAL HOUSE,,AK,ABDUL KADER,,,,,,30,0.000,,true
CA3257,CAKE LATTE,,AK,ABDUL KADER,,,,,,30,0.000,,true
CA3258,SIMPLE CAKE,,ME,NADER ADLY FARHAT,,,,,,30,0.000,,true
CA3259,SEKKAH CAFE,,KM,KARIM MAHER MAHMOUD YOUSSEF,,,,,,30,0.000,,true
CA3260,LOCAL KANEL QURAIN,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA3261,NEW BREW COFFEE - SALMIYA,,RA,ROBY ELIAS,,,,,,30,0.000,,true
CA3262,KINE - MAHBOULA,,AK,ABDUL KADER,,,,,,30,0.000,,true
CA3263,DAR MARAKESH - SALMIYA QUBE MALL,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA3265,AZMI CAFE - SALMIYA,,AS,AHMED SOBHI,,,,,,30,0.000,,true
CA3266,BIO RESTAURANT - JAHRA,,MSS,FADEL SAAD,,,,,,30,0.000,,true
CA3267,CHOCOPURE - ALRAI,,SK,SAJJAD KANDI,,,,,,30,0.000,,true
CA3268,GAME RASA - SALMIYA,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA3269,YOZA - QURAIN,,MG,CHARLS PUTHEN VEETTIL CHACKO,,,,,,30,0.000,,true
CA327,ROSE BERRY - HAWALLY,,MN,MANU VARGHESE,,,,,,30,0.000,,true
CA3270,HIDDEN EGG - AL HAMRA TOWER,,SK,SAJJAD KANDI,,,,,,30,0.000,,true
CA3271,GUSTO COMUNE,,MT,MENA SALAH BASHANDY SAMAAN,,,,,,30,0.000,,true
CA3272,HOUSE OF X - KUWAIT CITY,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA3273,SCHNITZEL AND PRETZEL - SHUWAIKH,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA3274,NANO SWEET - HAWALLY,,AK,ABDUL KADER,,,,,,30,0.000,,true
CA3275,ARABELLA KUWAIT - BIDA SALMIYA,,MI,MOHAMAD CHEHIMI,,,,,,30,0.000,,true
CA3276,SEVEN SEASON - ARDHIYA,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA3277,KARAK MANAKIS - ABU HALIFA,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA3278,ACHSAN CAFE - MANGAF,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA3279,JAMAL CATERING - ARDHIYA,,RA,ROBY ELIAS,,,,,,30,0.000,,true
